id,name,group,calories_kcal,protein_g,fat_g,carbs_g,fiber_g,solubleFiber_g,insolubleFiber_g,starch_g,sugar_g,saturatedFat_g,monounsaturatedFat_g,polyunsaturatedFat_g,transFat_g,cholesterol_mg,omega3_g,ala_mg,epa_mg,dha_mg,omega6_g,la_g,aa_g,histidine_g,isoleucine_g,leucine_g,lysine_g,methionine_g,cystine_g,phenylalanine_g,tyrosine_g,threonine_g,tryptophan_g,valine_g,arginine_g,alanine_g,asparticAcid_g,glutamicAcid_g,glycine_g,proline_g,serine_g,thiamin_mg,riboflavin_mg,niacin_mg,pantothenicAcid_mg,vitaminB6_mg,vitaminB12_ug,folate_ug,biotin_ug,choline_mg,vitaminA_ug,vitaminC_mg,vitaminD_ug,vitaminE_mg,vitaminK_ug,calcium_mg,copper_mg,iron_mg,magnesium_mg,manganese_mg,phosphorus_mg,potassium_mg,selenium_ug,sodium_mg,zinc_mg,Column 1
171843,"Cookies, peanut butter, commercially prepared, sugar free",Baked Products,523,10.34,31.03,50.52,3.4,0,0,0,0,8.621,7.735,11.486,0,17,0,0,0,0,10.494,10.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.222,5.538,0,0.112,0,83,0,38.5,0,0,0,3.51,34.8,0,0.199,2.48,49,0,132,202,16.6,448,1.05,
171842,"Cookies, oatmeal sandwich, with creme filling",Baked Products,398,2.61,18.29,55.62,2.6,0,0,0,31.36,5.226,4.53,7.434,0,0,0,0,0,0,6.992,6.991,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0.111,1.146,0.288,0.046,0.01,38,0,8.7,1,0,0,2.21,5.4,0,0.137,1.88,35,0.824,94,136,6.8,500,0.67,
171841,"Cookies, chocolate sandwich, with creme filling, reduced fat",Baked Products,436,2.94,13.24,76.17,2.9,0,0,0,41.18,2.941,4.66,3.425,0,0,0,0,0,0,3.014,3.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.204,2.235,0.169,0.02,0,68,0,22.1,0,0,0,1.68,16,0,0.188,3.18,25,0,66,176,13.2,471,0.49,
171840,"Cookies, brownies, commercially prepared, reduced fat, with added fiber",Baked Products,345,2.77,9.68,61.58,11.1,0,0,0,38.73,2.766,3.432,2.581,0,0,0,0,0,0,2.197,2.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0.247,1.441,0,0.019,0.02,42,0,13.9,0,0,0,0.59,8,0,0.178,1.99,31,0,59,143,12.9,290,0.46,
171839,"Cake, snack cakes, not chocolate, with icing or filling, low-fat, with added fiber",Baked Products,412,3.71,11.14,74.3,14.9,0,0,0,29.71,3.713,3.406,3.179,0,93,0.01,0,0,9,2.821,2.779,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0.301,2.199,0.523,0.048,0.22,75,0,85.8,5,0,0.3,1.06,6.3,223,0.067,1.34,11,0,98,73,22.1,316,0.49,
171838,"Crackers, multigrain",Baked Products,482,7.1,20.4,67.6,3.5,0,0,0,12,3.3,5,11.8,0.19,0,0,0,0,0,10.438,10.438,0,0.168,0.237,0.481,0.182,0.122,0.147,0.347,0.185,0.193,0.088,0.291,0.32,0.252,0.35,2.204,0.277,0.87,0.336,0.52,0.28,3.4,0,0.117,0,103,0,10.4,0,0,0,1.75,36,14,0.151,2.59,29,0,292,171,26.1,883,0.98,
171837,"Cookies, animal, with frosting or icing",Baked Products,509,3,24.1,70.09,0.9,0,0,0,41.1,16.2,2.4,4.5,0.515,0,0,0,0,0,4.261,4.261,0,0.075,0.116,0.232,0.074,0.06,0.071,0.17,0.102,0.092,0.041,0.135,0.136,0.108,0.142,1.135,0.121,0.391,0.168,0.28,0.15,1.7,0,0.014,0,59,0,3.5,0,0,0,0.93,6,6,0.052,1.57,7,0,5,96,11.3,257,0.24,
171836,"Cookie, with peanut butter filling, chocolate-coated",Baked Products,562,8.1,35.3,52.9,3.5,0,0,0,30.9,19.2,8.4,6.3,0.27,0,0,0,0,0,6.058,6.058,0,0.2,0.285,0.529,0.278,0.105,0.113,0.415,0.316,0.271,0.082,0.337,0.875,0.313,0.898,1.82,0.458,0.434,0.398,0.14,0.09,4.5,0.484,0.102,0.01,63,0,17.5,0,0,0,4.32,4.7,35,0.585,2.1,17,0.682,37,217,7.3,371,0.2,
171835,"Cookie, vanilla with caramel, coconut, and chocolate coating",Baked Products,489,3.5,25.8,64.1,4.4,0,0,0,35.8,17.7,2.8,3.7,0.2,2,0,0,0,0,3.447,3.447,0,0.058,0.097,0.186,0.103,0.049,0.039,0.118,0.082,0.079,0.029,0.116,0.149,0.09,0.153,0.697,0.083,0.244,0.133,0.14,0.12,1.2,0.141,0.05,0.04,28,0,11.4,6,0.2,0,2.42,5,40,0.38,3.2,30,0.227,76,195,9.4,182,0.5,
171834,"Dip, FRITO'S, bean, original flavor","Soups, Sauces, and Gravies",119,5.44,3.7,15.89,4.9,0,0,8.4,0.99,0.529,0.859,1.957,0.008,0,0.192,192,0,0,1.764,1.76,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.1,0.43,0.15,0.115,0,21,0,42.3,0,0,0,0,1.6,26,0.196,1.6,40,0.341,105,368,7.7,443,0.69,
171833,"Sauce, horseradish","Soups, Sauces, and Gravies",503,1.09,50.89,10.05,1,0,0,0.5,8.98,8.233,13.087,29.169,0.179,50,3.413,3406,3,4,25.749,25.524,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.045,0.115,0,0.037,0.09,1,0,38.4,17,0.2,0.2,4.19,91.3,12,0.018,0.23,6,0.045,19,44,2.2,730,0.17,
171832,"Dip, bean, original flavor","Soups, Sauces, and Gravies",119,5.44,3.7,15.89,4.9,0,0,8.4,0.99,0.529,0.859,1.957,0.008,0,0.192,192,0,0,1.764,1.76,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.1,0.43,0.15,0.115,0,21,0,16.3,0,0.6,0,0.91,1.7,26,0.196,1.6,40,0.341,105,368,7.7,443,0.69,
171831,Wasabi,"Soups, Sauces, and Gravies",292,2.23,10.9,46.13,6.1,0,0,8.4,13.2,2.031,4.41,3.627,0.037,0,0.155,151,3,1,3.471,3.458,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0.16,0,0.05,0,10,0,2.3,0,0,0,3.91,3.5,41,0.055,0.5,21,0.137,26,182,2.2,3390,0.61,
171830,"Sauce, barbecue, OPEN PIT, original","Soups, Sauces, and Gravies",132,0.44,1.41,29.45,0.5,0,0,0,23.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.022,0.16,0.05,0.015,0,0,0,0,1,0,0,0.21,0,20,0.015,0.15,5,0.071,17,56,0,1517,0.12,
171829,"Sauce, barbecue, KC MASTERPIECE, original","Soups, Sauces, and Gravies",160,1,0.52,37.92,1.4,0,0,0.07,30.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.073,0.787,0.205,0.093,0,0,0,0,14,0.2,0,0.96,0,40,0.072,1.09,16,0.178,24,277,0,613,0.22,
171828,"Sauce, barbecue, BULL'S-EYE, original","Soups, Sauces, and Gravies",170,0.91,0.67,39.95,1,0,0,0.07,35.29,0.101,0.216,0.349,0.001,0,0.057,57,0,0,0.293,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.063,0.637,0.195,0.09,0,0,0,0,16,0.3,0,0.91,0,43,0.089,0.69,16,0.136,22,263,0,1012,0.17,
171827,"Sauce, barbecue, SWEET BABY RAY'S, original","Soups, Sauces, and Gravies",192,0.95,0.43,46.08,1.3,0,0,0.2,38.37,0.037,0.023,0.05,0,0,0.009,9,0,0,0.041,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.067,0.743,0.17,0.07,0,0,0,0,14,1.4,0,1.08,0,11,0.057,0.33,11,0.113,22,235,0,765,0.19,
171826,"Sauce, tartar, ready-to-serve","Soups, Sauces, and Gravies",211,1,16.7,13.3,0.5,0,0,0,4.25,3.333,3.605,9.044,0,7,0.011,0,0,11,7.963,7.96,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.029,0.093,0.073,0.044,0.02,5,0,8,11,2.3,0,1.68,50.4,26,0.023,0.25,6,0.107,17,68,0.9,667,0.12,
171825,"Sauce, steak, tomato based","Soups, Sauces, and Gravies",95,1.25,0.23,22.04,1.5,0,0,0,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.054,0.913,0,0.105,0,8,0,11.5,15,6.8,0,1.16,2.2,19,0.189,1.37,17,0.174,33,312,0.8,1647,0.34,
171824,"Sauce, salsa, verde, ready-to-serve","Soups, Sauces, and Gravies",38,1.13,0.89,6.36,1.9,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.036,1.615,0.154,0.083,0,8,0,7.9,11,12.3,0,0.43,13.6,9,0.081,0.65,19,0.156,41,259,0.8,906,0.25,
171823,"Sauce, duck, ready-to-serve","Soups, Sauces, and Gravies",245,0.36,0.13,60.66,0.6,0,0,0,30.54,0.051,0.018,0.027,0,0,0,0,0,0,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.014,0.239,0,0.032,0,2,0,1.7,8,0.9,0,0.2,0.3,11,0.037,0.39,5,0.429,9,87,1.3,712,0.21,
171822,"Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium","Soups, Sauces, and Gravies",350,10.89,2.5,70.95,2.7,0,0,0,0.85,0,0.685,1.438,0,0,0,0,0,0,1.355,1.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582,0.41,4.906,0,0.065,0,122,0,13.1,0,1.2,0,0.24,0.9,22,0.165,4.52,23,0,117,128,30.9,1200,0.74,
171821,"Soup, wonton, Chinese restaurant","Soups, Sauces, and Gravies",32,2.08,0.26,5.25,0.2,0,0,4.75,0.34,0.062,0.077,0.071,0.001,4,0.004,4,0,0,0.066,0.065,0.001,0.039,0.06,0.12,0.062,0.03,0.044,0.07,0.049,0.081,0.013,0.071,0.087,0.065,0.11,1.203,0.107,0.203,0.068,0.024,0.016,0.58,0.14,0.076,0.09,13,0,19,1,0.7,0,0.06,0.9,5,0.024,0.21,3,0.034,18,32,1.1,406,0.12,
171727,"Elderberries, raw",Fruits and Fruit Juices,73,0.66,0.5,18.4,7,0,0,0,0,0.023,0.08,0.247,0,0,0,0,0,0,0.162,0.162,0,0.015,0.027,0.06,0.026,0.014,0.015,0.04,0.051,0.027,0.013,0.033,0.047,0.03,0.058,0.096,0.036,0.025,0.032,0.07,0.06,0.5,0.14,0.23,0,6,0,0,30,36,0,0,0,38,0.061,1.6,5,0,39,280,0.6,6,0.11,
171726,"Dates, deglet noor",Fruits and Fruit Juices,282,2.45,0.39,75.03,8,0,0,0,63.35,0.032,0.036,0.019,0,0,0,0,0,0,0.016,0.016,0,0.032,0.049,0.084,0.066,0.022,0.067,0.05,0.015,0.043,0.012,0.071,0.136,0.083,0.213,0.359,0.101,0.13,0.057,0.052,0.066,1.274,0.589,0.165,0,19,0,6.3,0,0.4,0,0.05,2.7,39,0.206,1.02,43,0.262,62,656,3,2,0.29,
171725,"Custard-apple, (bullock's-heart), raw",Fruits and Fruit Juices,101,1.7,0.6,25.2,2.4,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.004,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0.08,0.1,0.5,0.135,0.221,0,0,0,0,2,19.2,0,0,0,30,0,0.71,18,0,21,382,0,4,0,
171724,"Currants, zante, dried",Fruits and Fruit Juices,290,3.43,0.22,76.98,4.4,0,0,0,62.28,0.085,0.021,0.047,0.001,0,0.012,12,0,0,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.142,1.615,0,0.296,0,10,0,10.6,4,4.7,0,0.11,3.3,88,0.298,1.88,36,0.345,99,777,0.7,43,0.37,
171723,"Cranberries, dried, sweetened (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,308,0.17,1.09,82.8,5.3,0,0,0,72.56,0.088,0.298,0.182,0.003,0,0.023,23,0,0,0.159,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.028,0.548,0,0.038,0,0,0,8.3,2,0.2,0,2.1,7.6,9,0.063,0.39,4,0.18,8,49,0.6,5,0.1,
171722,"Cranberries, raw",Fruits and Fruit Juices,46,0.46,0.13,11.97,3.6,0,0,0,4.27,0.008,0.018,0.055,0,0,0,0,0,0,0.033,0.033,0,0.018,0.033,0.053,0.039,0.003,0.003,0.036,0.032,0.028,0.003,0.045,0.056,0.049,0.188,0.146,0.048,0.031,0.051,0.012,0.02,0.101,0.295,0.057,0,1,0,5.5,3,14,0,1.32,5,8,0.056,0.23,6,0.267,11,80,0.1,2,0.09,
171721,"Crabapples, raw",Fruits and Fruit Juices,76,0.4,0.3,19.95,0,0,0,0,0,0.048,0.012,0.088,0,0,0,0,0,0,0.073,0.073,0,0.006,0.016,0.025,0.025,0.004,0.005,0.011,0.008,0.014,0.004,0.019,0.013,0.014,0.07,0.042,0.016,0.014,0.016,0.03,0.02,0.1,0,0,0,0,0,0,2,8,0,0,0,18,0.067,0.36,7,0.115,15,194,0,1,0,
171720,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",Fruits and Fruit Juices,102,0.59,0.15,26.23,1.5,0,0,0,0,0.033,0.04,0.045,0,0,0,0,0,0,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.039,0.388,0.127,0.03,0,4,0,0,8,3.6,0,0,0,9,0.139,0.35,8,0.058,17,142,0,3,0.1,
171719,"Cherries, sweet, raw",Fruits and Fruit Juices,63,1.06,0.2,16.01,2.1,0,0,0,12.82,0.038,0.047,0.052,0,0,0,0,0,0,0.027,0.027,0,0.015,0.02,0.03,0.032,0.01,0.01,0.024,0.014,0.022,0.009,0.024,0.018,0.026,0.569,0.083,0.023,0.039,0.03,0.027,0.033,0.154,0.199,0.049,0,4,0,6.1,3,7,0,0.07,2.1,13,0.06,0.36,11,0.07,21,222,0,0,0.07,
171718,"Cherries, sour, red, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,46,0.92,0.44,11.02,1.6,0,0,0,9.02,0.1,0.12,0.132,0,0,0,0,0,0,0.067,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.034,0.137,0.178,0.067,0,5,0,5.6,44,1.7,0,0.05,1.5,13,0.09,0.53,9,0.057,16,124,0,1,0.1,
171717,"Cherries, sour, red, canned, extra heavy syrup pack, solids and liquids",Fruits and Fruit Juices,114,0.71,0.09,29.23,0.8,0,0,0,0,0.021,0.025,0.028,0,0,0,0,0,0,0.014,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.038,0.163,0.105,0.044,0,7,0,0,35,1.9,0,0,0,10,0.065,1.26,5,0.07,9,91,0,7,0.06,
171716,"Cherries, sour, red, canned, heavy syrup pack, solids and liquids",Fruits and Fruit Juices,91,0.73,0.1,23.27,1.1,0,0,0,22.17,0.021,0.026,0.029,0,0,0,0,0,0,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.039,0.168,0.105,0.044,0,8,0,4.1,36,2,0,0.23,1.4,10,0.066,1.3,6,0.072,10,93,0,7,0.06,
171715,"Carambola, (starfruit), raw",Fruits and Fruit Juices,31,1.04,0.33,6.73,2.8,0,0,0,3.98,0.019,0.03,0.184,0,0,0,0,0,0,0.157,0.157,0,0.008,0.044,0.077,0.077,0.021,0,0.037,0.044,0.044,0.008,0.05,0.021,0.071,0.098,0.148,0.05,0.05,0.083,0.014,0.016,0.367,0.391,0.017,0,12,0,7.6,3,34.4,0,0.15,0,3,0.137,0.08,10,0.037,12,133,0.6,2,0.12,
171714,"Breadfruit, raw",Fruits and Fruit Juices,103,1.07,0.23,27.12,4.9,0,0,0,11,0.048,0.034,0.066,0,0,0,0,0,0,0.048,0.048,0,0,0.064,0.065,0.037,0.01,0.009,0.026,0.019,0.052,0,0.047,0,0,0,0,0,0,0,0.11,0.03,0.9,0.457,0.1,0,14,0,9.8,0,29,0,0.1,0.5,17,0.084,0.54,25,0.06,30,490,0.6,2,0.12,
171713,"Boysenberries, frozen, unsweetened",Fruits and Fruit Juices,50,1.1,0.26,12.19,5.3,0,0,0,6.89,0.009,0.025,0.148,0,0,0,0,0,0,0.098,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.037,0.767,0.25,0.056,0,63,0,10.2,3,3.1,0,0.87,7.8,27,0.08,0.85,16,0.547,27,139,0.2,1,0.22,
171712,"Boysenberries, canned, heavy syrup",Fruits and Fruit Juices,88,0.99,0.12,22.31,2.6,0,0,0,0,0.004,0.012,0.068,0,0,0,0,0,0,0.045,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.029,0.23,0.131,0.038,0,34,0,0,2,6.2,0,0,0,18,0.07,0.43,11,0.25,10,90,0.4,3,0.19,
171711,"Blueberries, raw",Fruits and Fruit Juices,57,0.74,0.33,14.49,2.4,0,0,0.03,9.96,0.028,0.047,0.146,0,0,0,0,0,0,0.088,0.088,0,0.011,0.023,0.044,0.013,0.012,0.008,0.026,0.009,0.02,0.003,0.031,0.037,0.031,0.057,0.091,0.031,0.028,0.022,0.037,0.041,0.418,0.124,0.052,0,6,0,6,3,9.7,0,0.57,19.3,6,0.057,0.28,6,0.336,12,77,0.1,1,0.16,
171710,"Blackberries, frozen, unsweetened",Fruits and Fruit Juices,64,1.18,0.43,15.67,5,0,0,0,10.67,0.015,0.041,0.245,0,0,0,0,0,0,0.163,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.046,1.207,0.151,0.061,0,34,0,8.5,6,3.1,0,1.17,19.8,29,0.12,0.8,22,1.223,30,140,0.4,1,0.25,
171709,"Blackberries, canned, heavy syrup, solids and liquids",Fruits and Fruit Juices,92,1.31,0.14,23.1,3.4,0,0,0,19.7,0.005,0.014,0.08,0,0,0,0,0,0,0.053,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.039,0.287,0.151,0.036,0,27,0,5.7,11,2.8,0,0.78,13.3,21,0.133,0.65,17,0.697,14,99,0.3,3,0.18,
171708,"Cherries, tart, dried, sweetened (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,333,1.25,0.73,80.45,2.5,0,0,0,67.15,0.146,0.177,0.194,0,0,0,0,0,0,0.102,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.101,0.867,0,0.101,0,11,0,14.7,141,19.3,0,0.17,5.1,38,0.229,0.68,22,0,36,376,0.4,13,0.25,
171707,"Avocados, raw, Florida",Fruits and Fruit Juices,120,2.23,10.06,7.82,5.6,0,0,0,2.42,1.96,5.513,1.676,0,0,0,0,0,0,1.58,1.58,0,0.055,0.094,0.16,0.147,0.042,0.031,0.108,0.054,0.082,0.028,0.12,0.099,0.121,0.264,0.321,0.116,0.11,0.128,0.021,0.053,0.672,0.931,0.078,0,35,0,0,7,17.4,0,2.66,0,10,0.311,0.17,24,0.095,40,351,0,2,0.4,
171706,"Avocados, raw, California",Fruits and Fruit Juices,167,1.96,15.41,8.64,6.8,0,0,0.11,0.3,2.126,9.799,1.816,0,0,0.111,111,0,0,1.689,1.674,0,0.048,0.083,0.141,0.129,0.037,0.027,0.095,0.048,0.072,0.025,0.105,0.087,0.106,0.232,0.282,0.102,0.096,0.112,0.075,0.143,1.912,1.463,0.287,0,89,0,14.2,7,8.8,0,1.97,21,13,0.17,0.61,29,0.149,54,507,0.4,8,0.68,
171705,"Avocados, raw, all commercial varieties",Fruits and Fruit Juices,160,2,14.66,8.53,6.7,0,0,0.11,0.66,2.126,9.799,1.816,0,0,0.111,111,0,0,1.689,1.674,0,0.049,0.084,0.143,0.132,0.038,0.027,0.097,0.049,0.073,0.025,0.107,0.088,0.109,0.236,0.287,0.104,0.098,0.114,0.067,0.13,1.738,1.389,0.257,0,81,0,14.2,7,10,0,2.07,21,12,0.19,0.55,29,0.142,52,485,0.4,7,0.64,
171704,"Apricot nectar, canned, with added ascorbic acid",Fruits and Fruit Juices,56,0.17,0.45,13.63,0.1,0,0,0,12.79,0.033,0.186,0.087,0,0,0,0,0,0,0.087,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.015,0.15,0.04,0.037,0,1,0,1,16,29.7,0,0.41,1.2,11,0.019,0.1,5,0.018,5,67,0,8,0.03,
171703,"Apricots, frozen, sweetened",Fruits and Fruit Juices,98,0.7,0.1,25.1,2.2,0,0,0,0,0.007,0.044,0.02,0,0,0,0,0,0,0.02,0.02,0,0.013,0.02,0.039,0.049,0.003,0.002,0.026,0.015,0.024,0.008,0.024,0.022,0.034,0.157,0.079,0.02,0.051,0.042,0.02,0.04,0.8,0.2,0.06,0,2,0,0,84,9,0,0,0,10,0.064,0.9,9,0.05,19,229,0.4,4,0.1,
171702,"Apricots, dehydrated (low-moisture), sulfured, uncooked",Fruits and Fruit Juices,320,4.9,0.62,82.89,0,0,0,0,0,0.043,0.268,0.121,0,0,0,0,0,0,0.121,0.121,0,0.081,0.151,0.288,0.339,0.024,0.016,0.203,0.114,0.176,0.087,0.179,0.19,0.241,1.122,0.495,0.151,0.293,0.281,0.043,0.148,3.58,1.067,0.52,0,4,0,0,633,9.5,0,0,0,61,0.576,6.31,63,0.369,157,1850,0,13,1,
171701,"Apricots, canned, extra heavy syrup pack, without skin, solids and liquids",Fruits and Fruit Juices,96,0.55,0.04,24.85,1.6,0,0,0,0,0.003,0.017,0.008,0,0,0,0,0,0,0.008,0.008,0,0.009,0.017,0.032,0.038,0.003,0.002,0.023,0.013,0.02,0.01,0.02,0.021,0.027,0.126,0.056,0.017,0.033,0.032,0.016,0.022,0.34,0.092,0.054,0,2,0,0,74,2.4,0,0,0,8,0.064,0.62,8,0.05,15,126,0,13,0.1,
171700,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",Fruits and Fruit Juices,83,0.51,0.09,21.45,1.6,0,0,0,0,0.006,0.037,0.017,0,0,0,0,0,0,0.017,0.017,0,0.008,0.016,0.03,0.036,0.003,0.002,0.021,0.012,0.018,0.009,0.019,0.02,0.025,0.117,0.052,0.016,0.031,0.029,0.019,0.023,0.416,0.092,0.054,0,2,0,0,62,2.8,0,0,0,9,0.065,0.43,8,0.051,13,134,0,11,0.1,
171699,"Apricots, canned, heavy syrup pack, with skin, solids and liquids",Fruits and Fruit Juices,83,0.53,0.08,21.47,1.6,0,0,0,19.87,0.005,0.033,0.015,0,0,0,0,0,0,0.015,0.015,0,0.009,0.016,0.031,0.037,0.003,0.002,0.022,0.012,0.019,0.009,0.019,0.021,0.026,0.122,0.054,0.016,0.032,0.031,0.02,0.022,0.376,0.092,0.054,0,2,0,1.8,62,3.1,0,0.6,2.2,9,0.078,0.3,7,0.051,12,140,0.1,4,0.11,
171698,"Apricots, canned, water pack, with skin, solids and liquids",Fruits and Fruit Juices,27,0.71,0.16,6.39,1.6,0,0,0,4.79,0.011,0.069,0.031,0,0,0,0,0,0,0.031,0.031,0,0.012,0.022,0.042,0.049,0.004,0.002,0.03,0.017,0.026,0.013,0.026,0.028,0.035,0.163,0.072,0.022,0.043,0.041,0.021,0.023,0.395,0.092,0.054,0,2,0,1.8,98,3.4,0,0.6,2.2,8,0.082,0.32,7,0.053,13,192,0.1,3,0.11,
171697,"Apricots, raw",Fruits and Fruit Juices,48,1.4,0.39,11.12,2,0,0,0,9.24,0.027,0.17,0.077,0,0,0,0,0,0,0.077,0.077,0,0.027,0.041,0.077,0.097,0.006,0.003,0.052,0.029,0.047,0.015,0.047,0.045,0.068,0.314,0.157,0.04,0.101,0.083,0.03,0.04,0.6,0.24,0.054,0,9,0,2.8,96,10,0,0.89,3.3,13,0.078,0.39,10,0.077,23,259,0.1,1,0.2,
171696,"Applesauce, canned, sweetened, without salt",Fruits and Fruit Juices,68,0.16,0.17,17.49,1.2,0,0,0,14.67,0.03,0.007,0.054,0,0,0,0,0,0,0.045,0.045,0,0.003,0.007,0.011,0.011,0.002,0.002,0.005,0.003,0.007,0.002,0.008,0.006,0.007,0.032,0.019,0.007,0.006,0.007,0.017,0.022,0.072,0.044,0.027,0,1,0,3.3,0,1.7,0,0.18,0.6,3,0.032,0.12,3,0.03,6,75,0.3,2,0.03,
171695,"Applesauce, canned, unsweetened, without added ascorbic acid (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,42,0.17,0.1,11.27,1.1,0,0,0,9.39,0.008,0.002,0.014,0,0,0,0,0,0,0.012,0.012,0,0.003,0.006,0.01,0.01,0.002,0.002,0.005,0.003,0.006,0.002,0.008,0.005,0.006,0.028,0.017,0.006,0.006,0.007,0.026,0.03,0.084,0.041,0.027,0,3,0,2.2,1,1,0,0.16,0.5,4,0.027,0.23,3,0.025,5,74,0.3,2,0.03,
171694,"Apples, frozen, unsweetened, unheated (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,48,0.28,0.32,12.31,1.3,0,0,0,10.1,0.053,0.013,0.095,0,0,0,0,0,0,0.078,0.078,0,0.004,0.011,0.017,0.017,0.003,0.004,0.008,0.005,0.01,0.003,0.013,0.009,0.01,0.048,0.029,0.011,0.009,0.011,0.013,0.011,0.042,0.054,0.034,0,1,0,0,0,0.1,0,0,0,4,0.058,0.18,3,0.169,8,77,0.2,3,0.05,
171693,"Apples, dried, sulfured, stewed, with added sugar",Fruits and Fruit Juices,83,0.2,0.07,20.73,1.9,0,0,0,0,0.011,0.003,0.02,0,0,0,0,0,0,0.017,0.017,0,0.003,0.008,0.012,0.013,0.002,0.003,0.006,0.004,0.007,0.002,0.009,0.006,0.007,0.035,0.021,0.008,0.007,0.008,0.006,0.018,0.121,0.054,0.047,0,0,0,0,1,0.9,0,0,0,3,0.042,0.31,3,0.02,8,98,0,19,0.04,
171692,"Apples, dried, sulfured, stewed, without added sugar",Fruits and Fruit Juices,57,0.22,0.07,15.32,2,0,0,0,13.32,0.012,0.003,0.022,0,0,0,0,0,0,0.018,0.018,0,0.003,0.008,0.013,0.013,0.002,0.003,0.006,0.004,0.008,0.002,0.01,0.007,0.008,0.037,0.022,0.008,0.007,0.009,0.006,0.019,0.129,0.057,0.05,0,0,0,3.8,1,1,0,0.12,0.7,3,0.044,0.33,4,0.021,9,105,0.3,20,0.05,
171691,"Apples, dried, sulfured, uncooked",Fruits and Fruit Juices,243,0.93,0.32,65.89,8.7,0,0,0,57.19,0.052,0.013,0.093,0,0,0,0,0,0,0.077,0.077,0,0.015,0.037,0.057,0.058,0.009,0.012,0.026,0.017,0.033,0.009,0.043,0.029,0.033,0.162,0.097,0.037,0.032,0.038,0,0.159,0.927,0.245,0.125,0,0,0,17.6,0,3.9,0,0.53,3,14,0.191,1.4,16,0.09,38,450,1.3,87,0.2,
